Avalon	Pennsylvania	USA	us	105178724	-05:00	DSTUS
Back Mountain	Pennsylvania	USA	us	105178800	-05:00	DSTUS
Baden	Pennsylvania	USA	us	105178806	-05:00	DSTUS
Baldwin	Pennsylvania	USA	us	105178940	-05:00	DSTUS
Bangor	Pennsylvania	USA	us	105178996	-05:00	DSTUS
Beaver	Pennsylvania	USA	us	105179446	-05:00	DSTUS
Beaver Falls	Pennsylvania	USA	us	105179478	-05:00	DSTUS
Bedminster	Pennsylvania	USA	us	105179641	-05:00	DSTUS
Bellefonte	Pennsylvania	USA	us	105179799	-05:00	DSTUS
Bellevue	Pennsylvania	USA	us	105179811	-05:00	DSTUS
Berwick	Pennsylvania	USA	us	105180119	-05:00	DSTUS
Bethel Park	Pennsylvania	USA	us	105180199	-05:00	DSTUS
Bethlehem	Pennsylvania	USA	us	105180225	-05:00	DSTUS
Birdsboro	Pennsylvania	USA	us	105180620	-05:00	DSTUS
Blakely	Pennsylvania	USA	us	105180843	-05:00	DSTUS
Bloomsburg	Pennsylvania	USA	us	105180934	-05:00	DSTUS
Blue Bell	Pennsylvania	USA	us	105180961	-05:00	DSTUS
Boalsburg	Pennsylvania	USA	us	105181063	-05:00	DSTUS
Boothwyn	Pennsylvania	USA	us	104556702	-05:00	DSTUS
Bradford	Pennsylvania	USA	us	105181407	-05:00	DSTUS
Brentwood	Pennsylvania	USA	us	105181553	-05:00	DSTUS
Bridgeport	Pennsylvania	USA	us	105181624	-05:00	DSTUS
Bridgeville	Pennsylvania	USA	us	105181636	-05:00	DSTUS
Bristol	Pennsylvania	USA	us	105181688	-05:00	DSTUS
Brookhaven	Pennsylvania	USA	us	104556793	-05:00	DSTUS
Brookville	Pennsylvania	USA	us	105181828	-05:00	DSTUS
Broomall	Pennsylvania	USA	us	104556802	-05:00	DSTUS
Bryn Mawr	Pennsylvania	USA	us	105182063	-05:00	DSTUS
Bryn Mawr	Pennsylvania	USA	us	105182064	-05:00	DSTUS
Butler	Pennsylvania	USA	us	105182534	-05:00	DSTUS
California	Pennsylvania	USA	us	105182733	-05:00	DSTUS
Camp Hill	Pennsylvania	USA	us	105182928	-05:00	DSTUS
Canonsburg	Pennsylvania	USA	us	105183161	-05:00	DSTUS
Carbondale	Pennsylvania	USA	us	105183204	-05:00	DSTUS
Carlisle	Pennsylvania	USA	us	105183234	-05:00	DSTUS
Carnegie	Pennsylvania	USA	us	104833478	-05:00	DSTUS
Castle Shannon	Pennsylvania	USA	us	105183428	-05:00	DSTUS
Catasauqua	Pennsylvania	USA	us	105183438	-05:00	DSTUS
Chalfont	Pennsylvania	USA	us	105183803	-05:00	DSTUS
Chambersburg	Pennsylvania	USA	us	104557109	-05:00	DSTUS
Charleroi	Pennsylvania	USA	us	105183891	-05:00	DSTUS
Chester	Pennsylvania	USA	us	104557137	-05:00	DSTUS
Chesterbrook	Pennsylvania	USA	us	105184086	-05:00	DSTUS
Churchville	Pennsylvania	USA	us	105184359	-05:00	DSTUS
Clairton	Pennsylvania	USA	us	105184396	-05:00	DSTUS
Clarion	Pennsylvania	USA	us	105184422	-05:00	DSTUS
Clarks Summit	Pennsylvania	USA	us	105184490	-05:00	DSTUS
Clearfield	Pennsylvania	USA	us	105184541	-05:00	DSTUS
Clifton Heights	Pennsylvania	USA	us	104557228	-05:00	DSTUS
Coatesville	Pennsylvania	USA	us	104557247	-05:00	DSTUS
Collegeville	Pennsylvania	USA	us	105184966	-05:00	DSTUS
Collingdale	Pennsylvania	USA	us	104557287	-05:00	DSTUS
Colonial Park	Pennsylvania	USA	us	105185006	-05:00	DSTUS
Columbia	Pennsylvania	USA	us	105185029	-05:00	DSTUS
Connellsville	Pennsylvania	USA	us	105185237	-05:00	DSTUS
Conshohocken	Pennsylvania	USA	us	105185267	-05:00	DSTUS
Coraopolis	Pennsylvania	USA	us	105185408	-05:00	DSTUS
Corry	Pennsylvania	USA	us	105185490	-05:00	DSTUS
Crafton	Pennsylvania	USA	us	105185721	-05:00	DSTUS
Croydon	Pennsylvania	USA	us	105186053	-05:00	DSTUS
Dallastown	Pennsylvania	USA	us	104557477	-05:00	DSTUS
Danville	Pennsylvania	USA	us	105186327	-05:00	DSTUS
Darby	Pennsylvania	USA	us	104557485	-05:00	DSTUS
Dickson City	Pennsylvania	USA	us	105186924	-05:00	DSTUS
Donora	Pennsylvania	USA	us	105187134	-05:00	DSTUS
Dormont	Pennsylvania	USA	us	105187150	-05:00	DSTUS
Downingtown	Pennsylvania	USA	us	105187232	-05:00	DSTUS
Doylestown	Pennsylvania	USA	us	105187247	-05:00	DSTUS
Doylestown	Pennsylvania	USA	us	105187248	-05:00	DSTUS
Drexel Hill	Pennsylvania	USA	us	104557606	-05:00	DSTUS
Du Bois	Pennsylvania	USA	us	105187432	-05:00	DSTUS
Dunmore	Pennsylvania	USA	us	105187542	-05:00	DSTUS
Duquesne	Pennsylvania	USA	us	105187580	-05:00	DSTUS
Duryea	Pennsylvania	USA	us	105187611	-05:00	DSTUS
Eagleville	Pennsylvania	USA	us	105187727	-05:00	DSTUS
East Norriton	Pennsylvania	USA	us	105188004	-05:00	DSTUS
East Petersburg	Pennsylvania	USA	us	105188022	-05:00	DSTUS
East Stroudsburg	Pennsylvania	USA	us	105188075	-05:00	DSTUS
East York	Pennsylvania	USA	us	104557717	-05:00	DSTUS
Easton	Pennsylvania	USA	us	105188140	-05:00	DSTUS
Economy	Pennsylvania	USA	us	105188236	-05:00	DSTUS
Edinboro	Pennsylvania	USA	us	105188306	-05:00	DSTUS
Edwardsville	Pennsylvania	USA	us	105188347	-05:00	DSTUS
Elim	Pennsylvania	USA	us	105188469	-05:00	DSTUS
Elizabethtown	Pennsylvania	USA	us	105188474	-05:00	DSTUS
Ellwood City	Pennsylvania	USA	us	105188609	-05:00	DSTUS
Emmaus	Pennsylvania	USA	us	105188726	-05:00	DSTUS
Enola	Pennsylvania	USA	us	105188793	-05:00	DSTUS
Ephrata	Pennsylvania	USA	us	105188815	-05:00	DSTUS
Erie	Pennsylvania	USA	us	105188843	-05:00	DSTUS
Exeter	Pennsylvania	USA	us	105189004	-05:00	DSTUS
Exton	Pennsylvania	USA	us	105189022	-05:00	DSTUS
Fairless Hills	Pennsylvania	USA	us	105189091	-05:00	DSTUS
Farrell	Pennsylvania	USA	us	105189377	-05:00	DSTUS
Fernway	Pennsylvania	USA	us	105189493	-05:00	DSTUS
Flourtown	Pennsylvania	USA	us	105189872	-05:00	DSTUS
Folcroft	Pennsylvania	USA	us	104558004	-05:00	DSTUS
Folsom	Pennsylvania	USA	us	104558002	-05:00	DSTUS
Forest Hills	Pennsylvania	USA	us	105189981	-05:00	DSTUS
Forty Fort	Pennsylvania	USA	us	105190115	-05:00	DSTUS
Fountain Hill	Pennsylvania	USA	us	105190150	-05:00	DSTUS
Fox Chapel	Pennsylvania	USA	us	105190213	-05:00	DSTUS
Frackville	Pennsylvania	USA	us	105190282	-05:00	DSTUS
Franklin	Pennsylvania	USA	us	105190323	-05:00	DSTUS
Franklin Park	Pennsylvania	USA	us	105190360	-05:00	DSTUS
Fullerton	Pennsylvania	USA	us	105190679	-05:00	DSTUS
Gettysburg	Pennsylvania	USA	us	104558183	-05:00	DSTUS
Gilbertsville	Pennsylvania	USA	us	105191093	-05:00	DSTUS
Glassport	Pennsylvania	USA	us	105191236	-05:00	DSTUS
Glenolden	Pennsylvania	USA	us	104558247	-05:00	DSTUS
Glenside	Pennsylvania	USA	us	105191327	-05:00	DSTUS
Green Tree	Pennsylvania	USA	us	105191925	-05:00	DSTUS
Greensburg	Pennsylvania	USA	us	105192029	-05:00	DSTUS
Greenville	Pennsylvania	USA	us	105192019	-05:00	DSTUS
Grove City	Pennsylvania	USA	us	105192184	-05:00	DSTUS
Hamburg	Pennsylvania	USA	us	105192444	-05:00	DSTUS
Hanover	Pennsylvania	USA	us	104558475	-05:00	DSTUS
Harleysville	Pennsylvania	USA	us	105192662	-05:00	DSTUS
Harrisburg	Pennsylvania	USA	us	105192726	-05:00	DSTUS
Hatboro	Pennsylvania	USA	us	105192863	-05:00	DSTUS
Hazleton	Pennsylvania	USA	us	105193011	-05:00	DSTUS
Hellertown	Pennsylvania	USA	us	105193149	-05:00	DSTUS
Hermitage	Pennsylvania	USA	us	105193309	-05:00	DSTUS
Hershey	Pennsylvania	USA	us	105193342	-05:00	DSTUS
Hollidaysburg	Pennsylvania	USA	us	105193920	-05:00	DSTUS
Honesdale	Pennsylvania	USA	us	105194099	-05:00	DSTUS
Horsham	Pennsylvania	USA	us	105194302	-05:00	DSTUS
Hummelstown	Pennsylvania	USA	us	105194513	-05:00	DSTUS
Huntingdon	Pennsylvania	USA	us	105194590	-05:00	DSTUS
Indiana	Pennsylvania	USA	us	105194868	-05:00	DSTUS
Irwin	Pennsylvania	USA	us	105195024	-05:00	DSTUS
Jeannette	Pennsylvania	USA	us	105195283	-05:00	DSTUS
Jefferson	Pennsylvania	USA	us	105195297	-05:00	DSTUS
Jenkintown	Pennsylvania	USA	us	105195363	-05:00	DSTUS
Jersey Shore	Pennsylvania	USA	us	105195416	-05:00	DSTUS
Jessup	Pennsylvania	USA	us	105195437	-05:00	DSTUS
Jim Thorpe	Pennsylvania	USA	us	105195460	-05:00	DSTUS
Johnstown	Pennsylvania	USA	us	105195561	-05:00	DSTUS
Kennett Square	Pennsylvania	USA	us	104558942	-05:00	DSTUS
King of Prussia	Pennsylvania	USA	us	105196220	-05:00	DSTUS
Kingston	Pennsylvania	USA	us	105196245	-05:00	DSTUS
Kittanning	Pennsylvania	USA	us	105196357	-05:00	DSTUS
Kulpsville	Pennsylvania	USA	us	105196605	-05:00	DSTUS
Kutztown	Pennsylvania	USA	us	105196621	-05:00	DSTUS
Lancaster	Pennsylvania	USA	us	105197079	-05:00	DSTUS
Lansdale	Pennsylvania	USA	us	105197159	-05:00	DSTUS
Lansdowne	Pennsylvania	USA	us	104559077	-05:00	DSTUS
Lansford	Pennsylvania	USA	us	105197163	-05:00	DSTUS
Larksville	Pennsylvania	USA	us	105197190	-05:00	DSTUS
Latrobe	Pennsylvania	USA	us	105197227	-05:00	DSTUS
Lawnton	Pennsylvania	USA	us	105197435	-05:00	DSTUS
Lawrence Park	Pennsylvania	USA	us	105197446	-05:00	DSTUS
Lebanon	Pennsylvania	USA	us	105197517	-05:00	DSTUS
Lehighton	Pennsylvania	USA	us	105197673	-05:00	DSTUS
Levittown	Pennsylvania	USA	us	105197796	-05:00	DSTUS
Lewisburg	Pennsylvania	USA	us	105197842	-05:00	DSTUS
Lewistown	Pennsylvania	USA	us	105197850	-05:00	DSTUS
Linglestown	Pennsylvania	USA	us	105198180	-05:00	DSTUS
Lititz	Pennsylvania	USA	us	105198218	-05:00	DSTUS
Littlestown	Pennsylvania	USA	us	104559273	-05:00	DSTUS
Lock Haven	Pennsylvania	USA	us	105198635	-05:00	DSTUS
Lower Allen	Pennsylvania	USA	us	105199075	-05:00	DSTUS
Lower Burrell	Pennsylvania	USA	us	105199087	-05:00	DSTUS
Mahanoy City	Pennsylvania	USA	us	105199494	-05:00	DSTUS
Manheim	Pennsylvania	USA	us	105199648	-05:00	DSTUS
Maple Glen	Pennsylvania	USA	us	105199740	-05:00	DSTUS
Maple Glen	Pennsylvania	USA	us	105199781	-05:00	DSTUS
McKees Rocks	Pennsylvania	USA	us	105200474	-05:00	DSTUS
McKeesport	Pennsylvania	USA	us	105200499	-05:00	DSTUS
McMurray	Pennsylvania	USA	us	105200544	-05:00	DSTUS
Meadville	Pennsylvania	USA	us	105200644	-05:00	DSTUS
Mechanicsburg	Pennsylvania	USA	us	105200657	-05:00	DSTUS
Media	Pennsylvania	USA	us	104559575	-05:00	DSTUS
Middletown	Pennsylvania	USA	us	105201027	-05:00	DSTUS
Middletown	Pennsylvania	USA	us	105201031	-05:00	DSTUS
Millersville	Pennsylvania	USA	us	104559685	-05:00	DSTUS
Milton	Pennsylvania	USA	us	105201470	-05:00	DSTUS
Minersville	Pennsylvania	USA	us	105201518	-05:00	DSTUS
Monaca	Pennsylvania	USA	us	105201658	-05:00	DSTUS
Monessen	Pennsylvania	USA	us	105201665	-05:00	DSTUS
Monongahela	Pennsylvania	USA	us	105201688	-05:00	DSTUS
Monroeville	Pennsylvania	USA	us	105201734	-05:00	DSTUS
Montgomeryville	Pennsylvania	USA	us	105201776	-05:00	DSTUS
Montoursville	Pennsylvania	USA	us	105201801	-05:00	DSTUS
Moosic	Pennsylvania	USA	us	105201901	-05:00	DSTUS
Morrisville	Pennsylvania	USA	us	104559761	-05:00	DSTUS
Morrisville	Pennsylvania	USA	us	105201996	-05:00	DSTUS
Mount Carmel	Pennsylvania	USA	us	105202114	-05:00	DSTUS
Mount Joy	Pennsylvania	USA	us	105202202	-05:00	DSTUS
Mount Lebanon	Pennsylvania	USA	us	105202215	-05:00	DSTUS
Mount Pleasant	Pennsylvania	USA	us	105202286	-05:00	DSTUS
Mount Pleasant	Pennsylvania	USA	us	104559831	-05:00	DSTUS
Mountain Top	Pennsylvania	USA	us	105202534	-05:00	DSTUS
Mountain Top	Pennsylvania	USA	us	105202535	-05:00	DSTUS
Munhall	Pennsylvania	USA	us	105202734	-05:00	DSTUS
Murrysville	Pennsylvania	USA	us	105202765	-05:00	DSTUS
Nanticoke	Pennsylvania	USA	us	105202855	-05:00	DSTUS
Narberth	Pennsylvania	USA	us	105202869	-05:00	DSTUS
Nazareth	Pennsylvania	USA	us	105202938	-05:00	DSTUS
New Brighton	Pennsylvania	USA	us	105203116	-05:00	DSTUS
New Castle	Pennsylvania	USA	us	105203127	-05:00	DSTUS
New Cumberland	Pennsylvania	USA	us	105203164	-05:00	DSTUS
New Holland	Pennsylvania	USA	us	105203221	-05:00	DSTUS
New Kensington	Pennsylvania	USA	us	105203211	-05:00	DSTUS
Newtown Grant	Pennsylvania	USA	us	105203369	-05:00	DSTUS
Norristown	Pennsylvania	USA	us	105203506	-05:00	DSTUS
North Braddock	Pennsylvania	USA	us	105203537	-05:00	DSTUS
North East	Pennsylvania	USA	us	105203634	-05:00	DSTUS
North Versailles	Pennsylvania	USA	us	105203785	-05:00	DSTUS
Northampton	Pennsylvania	USA	us	105203804	-05:00	DSTUS
Northern Cambria	Pennsylvania	USA	us	105203837	-05:00	DSTUS
Norwood	Pennsylvania	USA	us	104560057	-05:00	DSTUS
Oakmont	Pennsylvania	USA	us	105204203	-05:00	DSTUS
Oil City	Pennsylvania	USA	us	105204278	-05:00	DSTUS
Old Forge	Pennsylvania	USA	us	105204331	-05:00	DSTUS
Olyphant	Pennsylvania	USA	us	105204476	-05:00	DSTUS
Oreland	Pennsylvania	USA	us	105204575	-05:00	DSTUS
Oxford	Pennsylvania	USA	us	104560185	-05:00	DSTUS
Palmerton	Pennsylvania	USA	us	105204957	-05:00	DSTUS
Palmyra	Pennsylvania	USA	us	105204964	-05:00	DSTUS
Paoli	Pennsylvania	USA	us	105205037	-05:00	DSTUS
Park Forest Village	Pennsylvania	USA	us	105205094	-05:00	DSTUS
Parkville	Pennsylvania	USA	us	104560237	-05:00	DSTUS
Paxtonia	Pennsylvania	USA	us	105205267	-05:00	DSTUS
Penn Hills	Pennsylvania	USA	us	105205377	-05:00	DSTUS
Penn Wynne	Pennsylvania	USA	us	104560291	-05:00	DSTUS
Perkasie	Pennsylvania	USA	us	105205638	-05:00	DSTUS
Philadelphia	Pennsylvania	USA	us	104560349	-05:00	DSTUS
Phoenixville	Pennsylvania	USA	us	105205849	-05:00	DSTUS
Pittsburgh	Pennsylvania	USA	us	105206379	-05:00	DSTUS
Pittston	Pennsylvania	USA	us	105206397	-05:00	DSTUS
Pleasant Hills	Pennsylvania	USA	us	105206510	-05:00	DSTUS
Plum	Pennsylvania	USA	us	105206606	-05:00	DSTUS
Plymouth	Pennsylvania	USA	us	105206659	-05:00	DSTUS
Plymouth Meeting	Pennsylvania	USA	us	105206666	-05:00	DSTUS
Port Vue	Pennsylvania	USA	us	105206958	-05:00	DSTUS
Pottstown	Pennsylvania	USA	us	105207069	-05:00	DSTUS
Pottsville	Pennsylvania	USA	us	105207080	-05:00	DSTUS
Progress	Pennsylvania	USA	us	105207214	-05:00	DSTUS
Prospect Park	Pennsylvania	USA	us	104560549	-05:00	DSTUS
Punxsutawney	Pennsylvania	USA	us	105207307	-05:00	DSTUS
Quakertown	Pennsylvania	USA	us	105207381	-05:00	DSTUS
Radnor	Pennsylvania	USA	us	105207490	-05:00	DSTUS
Reading	Pennsylvania	USA	us	105207728	-05:00	DSTUS
Red Lion	Pennsylvania	USA	us	104560639	-05:00	DSTUS
Red Lion	Pennsylvania	USA	us	105207794	-05:00	DSTUS
Richboro	Pennsylvania	USA	us	105208166	-05:00	DSTUS
Ridgway	Pennsylvania	USA	us	105208292	-05:00	DSTUS
Ridley Park	Pennsylvania	USA	us	104560709	-05:00	DSTUS
Royersford	Pennsylvania	USA	us	105209240	-05:00	DSTUS
Rutherford	Pennsylvania	USA	us	105209362	-05:00	DSTUS
Saint Marys	Pennsylvania	USA	us	105210117	-05:00	DSTUS
Sanatoga	Pennsylvania	USA	us	105210764	-05:00	DSTUS
Sayre	Pennsylvania	USA	us	105211037	-05:00	DSTUS
Schlusser	Pennsylvania	USA	us	105211113	-05:00	DSTUS
Schuylkill Haven	Pennsylvania	USA	us	105211212	-05:00	DSTUS
Scottdale	Pennsylvania	USA	us	105211279	-05:00	DSTUS
Scranton	Pennsylvania	USA	us	105211303	-05:00	DSTUS
Selinsgrove	Pennsylvania	USA	us	105211411	-05:00	DSTUS
Sellersville	Pennsylvania	USA	us	105211420	-05:00	DSTUS
Shamokin	Pennsylvania	USA	us	105211622	-05:00	DSTUS
Sharon	Pennsylvania	USA	us	105211683	-05:00	DSTUS
Sharon Hill	Pennsylvania	USA	us	104561188	-05:00	DSTUS
Sharpsville	Pennsylvania	USA	us	105211712	-05:00	DSTUS
Shenandoah	Pennsylvania	USA	us	105211846	-05:00	DSTUS
Shillington	Pennsylvania	USA	us	105211953	-05:00	DSTUS
Shiloh	Pennsylvania	USA	us	105211957	-05:00	DSTUS
Shiloh	Pennsylvania	USA	us	104561215	-05:00	DSTUS
Shippensburg	Pennsylvania	USA	us	105212038	-05:00	DSTUS
Slatington	Pennsylvania	USA	us	105212477	-05:00	DSTUS
Somerset	Pennsylvania	USA	us	105212853	-05:00	DSTUS
Souderton	Pennsylvania	USA	us	105212897	-05:00	DSTUS
South Williamsport	Pennsylvania	USA	us	105213130	-05:00	DSTUS
Springfield	Pennsylvania	USA	us	104561407	-05:00	DSTUS
Spry	Pennsylvania	USA	us	104561435	-05:00	DSTUS
State College	Pennsylvania	USA	us	105213681	-05:00	DSTUS
Steelton	Pennsylvania	USA	us	105214040	-05:00	DSTUS
Stroudsburg	Pennsylvania	USA	us	105214543	-05:00	DSTUS
Sugarcreek	Pennsylvania	USA	us	105214696	-05:00	DSTUS
Sunbury	Pennsylvania	USA	us	105214814	-05:00	DSTUS
Swarthmore	Pennsylvania	USA	us	104561628	-05:00	DSTUS
Swissvale	Pennsylvania	USA	us	105215064	-05:00	DSTUS
Swoyersville	Pennsylvania	USA	us	105215076	-05:00	DSTUS
Tamaqua	Pennsylvania	USA	us	105215142	-05:00	DSTUS
Tarentum	Pennsylvania	USA	us	105215215	-05:00	DSTUS
Taylor	Pennsylvania	USA	us	105215247	-05:00	DSTUS
Telford	Pennsylvania	USA	us	105215317	-05:00	DSTUS
Tinicum	Pennsylvania	USA	us	105215664	-05:00	DSTUS
Titusville	Pennsylvania	USA	us	105215726	-05:00	DSTUS
Treasure Lake	Pennsylvania	USA	us	105215968	-05:00	DSTUS
Trooper	Pennsylvania	USA	us	105216092	-05:00	DSTUS
Turtle Creek	Pennsylvania	USA	us	105216343	-05:00	DSTUS
Tyrone	Pennsylvania	USA	us	105216514	-05:00	DSTUS
Uniontown	Pennsylvania	USA	us	104561859	-05:00	DSTUS
Upper Sainte Clair	Pennsylvania	USA	us	105216895	-05:00	DSTUS
Vandergrift	Pennsylvania	USA	us	105217103	-05:00	DSTUS
Village Shires	Pennsylvania	USA	us	105217238	-05:00	DSTUS
Warminster Heights	Pennsylvania	USA	us	105217970	-05:00	DSTUS
Warren	Pennsylvania	USA	us	105218023	-05:00	DSTUS
Washington	Pennsylvania	USA	us	105218069	-05:00	DSTUS
Waynesboro	Pennsylvania	USA	us	104562070	-05:00	DSTUS
Weigelstown	Pennsylvania	USA	us	104562088	-05:00	DSTUS
West Chester	Pennsylvania	USA	us	104562144	-05:00	DSTUS
West Goshen	Pennsylvania	USA	us	104562145	-05:00	DSTUS
West Mifflin	Pennsylvania	USA	us	105218802	-05:00	DSTUS
West Norriton	Pennsylvania	USA	us	105218827	-05:00	DSTUS
West Pittston	Pennsylvania	USA	us	105218853	-05:00	DSTUS
West View	Pennsylvania	USA	us	105218918	-05:00	DSTUS
West York	Pennsylvania	USA	us	104562174	-05:00	DSTUS
Westmont	Pennsylvania	USA	us	105219003	-05:00	DSTUS
White Oak	Pennsylvania	USA	us	105219216	-05:00	DSTUS
Whitehall	Pennsylvania	USA	us	105219271	-05:00	DSTUS
Wilkes-Barre	Pennsylvania	USA	us	105219488	-05:00	DSTUS
Wilkinsburg	Pennsylvania	USA	us	105219501	-05:00	DSTUS
Williamsport	Pennsylvania	USA	us	105219585	-05:00	DSTUS
Willow Grove	Pennsylvania	USA	us	105219619	-05:00	DSTUS
Willow Street	Pennsylvania	USA	us	104562275	-05:00	DSTUS
Wilson	Pennsylvania	USA	us	105219667	-05:00	DSTUS
Wilson	Pennsylvania	USA	us	105219668	-05:00	DSTUS
Windber	Pennsylvania	USA	us	105219722	-05:00	DSTUS
Woodlyn	Pennsylvania	USA	us	104562366	-05:00	DSTUS
Wyndmoor	Pennsylvania	USA	us	105220221	-05:00	DSTUS
Wyomissing	Pennsylvania	USA	us	105220248	-05:00	DSTUS
Yeadon	Pennsylvania	USA	us	104562430	-05:00	DSTUS
York	Pennsylvania	USA	us	104562407	-05:00	DSTUS
Zelienople	Pennsylvania	USA	us	105220432	-05:00	DSTUS
Ashaway	Rhode Island	USA	us	105220705	-05:00	DSTUS
Barrington	Rhode Island	USA	us	105220798	-05:00	DSTUS
Bradford	Rhode Island	USA	us	105221030	-05:00	DSTUS
Bristol	Rhode Island	USA	us	105221077	-05:00	DSTUS
Central Falls	Rhode Island	USA	us	105221341	-05:00	DSTUS
Charlestown	Rhode Island	USA	us	105221384	-05:00	DSTUS
Coventry	Rhode Island	USA	us	105221637	-05:00	DSTUS
Cranston	Rhode Island	USA	us	105221659	-05:00	DSTUS
Cumberland	Rhode Island	USA	us	105221703	-05:00	DSTUS
Cumberland Hill	Rhode Island	USA	us	105221705	-05:00	DSTUS
East Greenwich	Rhode Island	USA	us	105221875	-05:00	DSTUS
East Providence	Rhode Island	USA	us	105221931	-05:00	DSTUS
Exeter	Rhode Island	USA	us	105222019	-05:00	DSTUS
Foster	Rhode Island	USA	us	105222169	-05:00	DSTUS
Greenville	Rhode Island	USA	us	105222476	-05:00	DSTUS
Harrisville	Rhode Island	USA	us	105222569	-05:00	DSTUS
Hope Valley	Rhode Island	USA	us	105222665	-05:00	DSTUS
Hopkinton	Rhode Island	USA	us	105222680	-05:00	DSTUS
Jamestown	Rhode Island	USA	us	105222866	-05:00	DSTUS
Kingston	Rhode Island	USA	us	105223006	-05:00	DSTUS
Melville	Rhode Island	USA	us	105223324	-05:00	DSTUS
Middletown	Rhode Island	USA	us	105223358	-05:00	DSTUS
Narragansett Pier	Rhode Island	USA	us	105223525	-05:00	DSTUS
Newport	Rhode Island	USA	us	105223593	-05:00	DSTUS
North Kingstown	Rhode Island	USA	us	105223672	-05:00	DSTUS
North Providence	Rhode Island	USA	us	105223681	-05:00	DSTUS
North Scituate	Rhode Island	USA	us	105223685	-05:00	DSTUS
North Smithfield	Rhode Island	USA	us	105223687	-05:00	DSTUS
Pascoag	Rhode Island	USA	us	105223854	-05:00	DSTUS
Pawtucket	Rhode Island	USA	us	105223869	-05:00	DSTUS
Portsmouth	Rhode Island	USA	us	105224082	-05:00	DSTUS
Providence	Rhode Island	USA	us	105224151	-05:00	DSTUS
Smithfield	Rhode Island	USA	us	105224949	-05:00	DSTUS
Tiverton	Rhode Island	USA	us	105225245	-05:00	DSTUS
Valley Falls	Rhode Island	USA	us	105225388	-05:00	DSTUS
Warren	Rhode Island	USA	us	105225502	-05:00	DSTUS
Warwick	Rhode Island	USA	us	105225507	-05:00	DSTUS
West Warwick	Rhode Island	USA	us	105225627	-05:00	DSTUS
Westerly	Rhode Island	USA	us	105225631	-05:00	DSTUS
Woonsocket	Rhode Island	USA	us	105225809	-05:00	DSTUS
Abbeville	South Carolina	USA	us	104568985	-05:00	DSTUS
Aiken	South Carolina	USA	us	104569067	-05:00	DSTUS
Allendale	South Carolina	USA	us	104569207	-05:00	DSTUS
Anderson	South Carolina	USA	us	104569298	-05:00	DSTUS
Andrews	South Carolina	USA	us	104569362	-05:00	DSTUS
Arial	South Carolina	USA	us	104569565	-05:00	DSTUS
Bamberg	South Carolina	USA	us	104569929	-05:00	DSTUS
Barnwell	South Carolina	USA	us	104570015	-05:00	DSTUS
Batesburg	South Carolina	USA	us	104570111	-05:00	DSTUS
Batesburg-Leesville	South Carolina	USA	us	104570117	-05:00	DSTUS
Beaufort	South Carolina	USA	us	104570284	-05:00	DSTUS
Belton	South Carolina	USA	us	104570579	-05:00	DSTUS
Belvedere	South Carolina	USA	us	104570590	-05:00	DSTUS
Bennettsville	South Carolina	USA	us	104570634	-05:00	DSTUS
Berea	South Carolina	USA	us	104570664	-05:00	DSTUS
Bishopville	South Carolina	USA	us	104571470	-05:00	DSTUS
Blackville	South Carolina	USA	us	104571582	-05:00	DSTUS
Bluffton	South Carolina	USA	us	104571722	-05:00	DSTUS
Boiling Springs	South Carolina	USA	us	104571804	-05:00	DSTUS
Boiling Springs	South Carolina	USA	us	104571805	-05:00	DSTUS
Brookdale	South Carolina	USA	us	104572352	-05:00	DSTUS
Burnettown	South Carolina	USA	us	104572857	-05:00	DSTUS
Burton	South Carolina	USA	us	104572881	-05:00	DSTUS
Calhoun Falls	South Carolina	USA	us	104573077	-05:00	DSTUS
Camden	South Carolina	USA	us	104573209	-05:00	DSTUS
Cayce	South Carolina	USA	us	104573888	-05:00	DSTUS
Centerville	South Carolina	USA	us	104574143	-05:00	DSTUS
Centerville	South Carolina	USA	us	104574140	-05:00	DSTUS
Central	South Carolina	USA	us	104574153	-05:00	DSTUS
Charleston	South Carolina	USA	us	104574324	-05:00	DSTUS
Cheraw	South Carolina	USA	us	104574434	-05:00	DSTUS
Cherryvale	South Carolina	USA	us	104574514	-05:00	DSTUS
Chester	South Carolina	USA	us	104574565	-05:00	DSTUS
Clearwater	South Carolina	USA	us	104574947	-05:00	DSTUS
Clemson	South Carolina	USA	us	104574989	-05:00	DSTUS
Clinton	South Carolina	USA	us	104575028	-05:00	DSTUS
Clover	South Carolina	USA	us	104575061	-05:00	DSTUS
Columbia	South Carolina	USA	us	104575352	-05:00	DSTUS
Conway	South Carolina	USA	us	104575461	-05:00	DSTUS
Cowpens	South Carolina	USA	us	104575815	-05:00	DSTUS
Dalzell	South Carolina	USA	us	104576268	-05:00	DSTUS
Darlington	South Carolina	USA	us	104576319	-05:00	DSTUS
Denmark	South Carolina	USA	us	104576544	-05:00	DSTUS
Dentsville	South Carolina	USA	us	104576573	-05:00	DSTUS
Dillon	South Carolina	USA	us	104576653	-05:00	DSTUS
Duncan	South Carolina	USA	us	104577083	-05:00	DSTUS
Dunean	South Carolina	USA	us	104577121	-05:00	DSTUS
Easley	South Carolina	USA	us	104577263	-05:00	DSTUS
East Gaffney	South Carolina	USA	us	104577314	-05:00	DSTUS
